year,inflation,Trade_to_GDP,population,iso3c
1996,1.379137412,105.856747021336,283790,BHS
1997,0.544150383,79.7348855718879,286970,BHS
1998,1.336613366,77.7261671656993,290060,BHS
1999,1.25424826,75.7027383336782,293572,BHS
2000,1.606329417,79.6449438925669,297890,BHS
2001,2.044989775,72.5008806383396,303135,BHS
2002,2.173577925,70.2779817050926,309157,BHS
2003,3.025045263,71.063540505226,315746,BHS
2004,0.981914037,76.0019833710461,322526,BHS
2005,1.591606181,81.3962709176308,329249,BHS
2006,2.389826274,87.5507143032777,335830,BHS
2007,2.492577949,88.0128155625079,342328,BHS
2008,4.489559954,87.4292228766863,348676,BHS
2009,2.062734735,76.5210439633098,354856,BHS
2010,1.344027384,78.6756024311196,360832,BHS
2011,3.198781417,88.3336891598687,366568,BHS
2012,1.984598107,84.2507345739471,372039,BHS
2013,0.346878097,85.5150739583725,377240,BHS
2014,1.504464399,87.7123013881157,382169,BHS
2015,1.870807743,73.6870669843881,386838,BHS
2016,-0.34637693,73.4863330742981,391232,BHS
2017,,75.4639412601442,395361,BHS
1960,,,223288,BTN
1961,,,228918,BTN
1962,,,234706,BTN
1963,,,240778,BTN
1964,,,247325,BTN
1965,,,254464,BTN
1966,,,262244,BTN
1967,,,270622,BTN
1968,,,279515,BTN
1969,,,288774,BTN
1970,,,298301,BTN
1971,,,308053,BTN
1972,,,318045,BTN
1973,,,328312,BTN
1974,,,338943,BTN
1975,,,349982,BTN
1976,,,361455,BTN
1977,,,373324,BTN
1978,,,385384,BTN
1979,,,397390,BTN
1980,,51.3479721963706,409172,BTN
1981,9.933142311,63.4785237107963,420380,BTN
1982,9.90443093,61.3938858648206,431050,BTN
1983,18.02371542,57.8312359709116,441847,BTN
1984,7.032819826,58.0612021643078,453720,BTN
1985,1.877346683,66.1305839633803,467178,BTN
1986,9.950859951,70.0522366391781,482952,BTN
1987,6.368715084,61.6385014393624,500437,BTN
1988,10.08403361,77.1890437745484,517273,BTN
1989,8.778625954,66.0154058796115,530257,BTN
1990,10,57.4829835555202,537280,BTN
1991,12.28070175,72.2810297721311,537284,BTN
1992,15.98011364,87.8903326587381,531525,BTN
1993,11.20636865,75.6620331296629,523117,BTN
1994,6.99339207,68.9547840069737,516503,BTN
1995,9.495625322,80.3984622015262,514877,BTN
1996,8.789659224,81.1564493428122,519282,BTN
1997,6.513285807,82.0206934423105,528754,BTN
1998,10.57702059,82.5175996793296,542155,BTN
1999,6.77732942,81.8156737632596,557543,BTN
2000,4.01099373,77.6648452193735,573416,BTN
2001,3.410404624,74.0343279489531,589600,BTN
2002,2.483430488,73.2002665133737,606399,BTN
2003,1.566152408,76.3574133686125,623434,BTN
2004,-18.10863013,93.1919117073726,640282,BTN
2005,5.311513063,102.698072971288,656639,BTN
2006,5.00045438,113.597305079224,672228,BTN
2007,5.156111388,112.264075886168,686958,BTN
2008,8.327160494,106.749451994739,700950,BTN
2009,4.361122191,106.906126982571,714458,BTN
2010,7.036383161,113.183993820434,727641,BTN
2011,8.848985699,111.691583284285,740510,BTN
2012,10.91965694,101.763927226458,752967,BTN
2013,7.006666667,102.735475201749,764961,BTN
2014,8.206545146,93.6226199498435,776448,BTN
2015,4.521708543,94.9550445806489,787386,BTN
2016,4.377452663,82.8111555551281,797765,BTN
2017,,74.0319426718031,807610,BTN
1960,,65.9195781147001,524552,BWA
1961,,69.7418276611398,537249,BWA
1962,,72.7650318789505,550840,BWA
1963,,76.3398001952537,565353,BWA
1964,,77.387712439321,580799,BWA
1965,,82.3170731707317,597190,BWA
1966,,80.2168021680217,614613,BWA
1967,,75.3873411098824,633154,BWA
1968,,86,652843,BWA
1969,,75.3375337533754,673640,BWA
1970,,85.5692530819434,695597,BWA
1971,,94.7136563876652,718639,BWA
1972,,97.9150275373722,742835,BWA
1973,,100.796695190322,768512,BWA
1974,,105.698485212792,796095,BWA
1975,11.97475502,107.386255473063,825840,BWA
1976,11.73242361,116.707882534776,857855,BWA
1977,13.16872428,120.210387902696,891926,BWA
1978,9.04398827,120.584926884139,927585,BWA
1979,11.73623064,119.372942232864,964166,BWA
1980,13.63242515,119.501546297981,1001158,BWA
1981,16.42802677,121.235392320534,1038397,BWA
1982,11.13720643,123.836180087077,1075889,BWA
1983,10.47714381,124.649064820936,1113539,BWA
1984,8.577469043,118.773470717855,1151292,BWA
1985,8.0945758,117.522808175582,1189114,BWA
1986,10.00171556,117.459589590737,1226810,BWA
1987,9.801933874,123.571753295954,1264314,BWA
1988,8.351679568,114.451590222921,1301818,BWA
1989,11.57501475,105.360864562126,1339624,BWA
1990,11.39634612,104.847320396747,1377912,BWA
1991,11.76501608,99.5583853464229,1416731,BWA
1992,16.1676124,89.7512545868151,1455833,BWA
1993,14.33080334,86.2082050096699,1494693,BWA
1994,10.54292099,88.1806097283683,1532622,BWA
1995,10.51254608,94.595171646002,1569094,BWA
1996,10.08285807,90.955575275056,1604060,BWA
1997,8.719931271,108.604415150755,1637635,BWA
1998,6.661398657,101.841039320292,1669625,BWA
1999,7.749296192,98.9290812021418,1699862,BWA
2000,8.601485149,91.924729689918,1728340,BWA
2001,6.55903767,87.5250655680957,1754935,BWA
2002,8.032796625,91.8357740585774,1779953,BWA
2003,9.189902656,85.8340425151264,1804339,BWA
2004,6.945703637,90.9978228872631,1829330,BWA
2005,8.610225285,88.5053520573505,1855852,BWA
2006,11.55521879,86.3345889171215,1884238,BWA
2007,7.080998472,95.1046388023392,1914414,BWA
2008,12.70218839,96.715910335632,1946351,BWA
2009,8.027297031,86.6860199052182,1979882,BWA
2010,6.948876587,94.8997963219007,2014866,BWA
2011,8.458165875,101.360470544953,2051339,BWA
2012,7.540284094,108.651564255034,2089315,BWA
2013,5.883888483,122.949083019171,2128507,BWA
2014,4.40313594,114.772662617607,2168573,BWA
2015,3.060357042,105.691407571108,2209197,BWA
2016,3.769304598,97.129586567473,2250260,BWA
2017,,,2291661,BWA
1960,,,8198000,BLR
1961,,,8271216,BLR
1962,,,8351928,BLR
1963,,,8437232,BLR
1964,,,8524224,BLR
1965,,,8610000,BLR
1966,,,8696496,BLR
1967,,,8785648,BLR
1968,,,8874552,BLR
1969,,,8960304,BLR
1970,,,9040000,BLR
1971,,,9115576,BLR
1972,,,9188968,BLR
1973,,,9257272,BLR
1974,,,9317584,BLR
1975,,,9367000,BLR
1976,,,9411000,BLR
1977,,,9463000,BLR
1978,,,9525000,BLR
1979,,,9584000,BLR
1980,,,9643000,BLR
1981,,,9710000,BLR
1982,,,9776000,BLR
1983,,,9843000,BLR
1984,,,9910000,BLR
1985,,,9975000,BLR
1986,,,10043000,BLR
1987,,,10111000,BLR
1988,,,10140000,BLR
1989,,,10170000,BLR
1990,,89.6073903002309,10189000,BLR
1991,,66.6666666666667,10194000,BLR
1992,,117.391304347826,10216000,BLR
1993,1190.232999,150.964467005076,10239000,BLR
1994,2221.016806,155.375709548699,10227000,BLR
1995,709.3460398,103.718194772782,10194000,BLR
1996,52.71207699,96.7748997857579,10160000,BLR
1997,63.93736625,125.516179156558,10117000,BLR
1998,72.86971714,122.957697735989,10069000,BLR
1999,293.6787508,120.83511782963,10026738,BLR
2000,168.6202359,141.609165955024,9979610,BLR
2001,61.13493312,137.044930473063,9928549,BLR
2002,42.53754813,131.002058282291,9865548,BLR
2003,28.39783993,134.141852273225,9796749,BLR
2004,18.10824248,142.136510387704,9730146,BLR
2005,10.33887946,118.88435169233,9663915,BLR
2006,7.033029285,124.295103889387,9604924,BLR
2007,8.421500392,128.153877979073,9560953,BLR
2008,14.83787648,129.599478545475,9527985,BLR
2009,12.94565634,112.310338455001,9506765,BLR
2010,7.735748043,115.917972989303,9490583,BLR
2011,53.22869831,157.974255073313,9473172,BLR
2012,59.21973602,153.085269313372,9464495,BLR
2013,18.31226104,119.815965235724,9465997,BLR
2014,18.11955435,110.651424367582,9474511,BLR
2015,13.53448976,115.914826201946,9489616,BLR
2016,11.83658077,125.209322899662,9501534,BLR
2017,,133.552315136075,9507875,BLR
1960,,,92064,BLZ
1961,,,94703,BLZ
1962,,,97384,BLZ
1963,,,100164,BLZ
1964,,,103069,BLZ
1965,,,106119,BLZ
1966,,,109347,BLZ
1967,,,112692,BLZ
1968,,,116061,BLZ
1969,,,119261,BLZ
1970,,,122182,BLZ
1971,,,124793,BLZ
1972,,,127150,BLZ
1973,,,129294,BLZ
1974,,,131307,BLZ
1975,,,133260,BLZ
1976,,,135147,BLZ
1977,,,136989,BLZ
1978,,,138965,BLZ
1979,,,141305,BLZ
1980,,123.95378690629,144155,BLZ
1981,11.2244898,128.745463970969,147566,BLZ
1982,6.839032527,118.549511854951,151500,BLZ
1983,4.9960968,114.074074074074,155822,BLZ
1984,3.382899629,132.598387861546,160347,BLZ
1985,6.237166118,109.777671527612,164921,BLZ
1986,0.799771494,113.649330700022,169568,BLZ
1987,2.011901388,123.051889350931,174320,BLZ
1988,3.138888889,129.866624325183,179028,BLZ
1989,2.127659574,128.872366790582,183469,BLZ
1990,3.05907173,122.285437598354,187552,BLZ
1991,0.761951501,119.119694774755,191126,BLZ
1992,2.39670073,102.638733742784,194317,BLZ
1993,1.472596947,96.8752090372876,197616,BLZ
1994,2.569343046,102.270110871105,201674,BLZ
1995,2.889615844,97.0720178849822,206963,BLZ
1996,5.965020975,100.269300534251,213676,BLZ
1997,1.149037568,108.486456089493,221606,BLZ
1998,2.1952625,109.509168061276,230284,BLZ
1999,2.621395246,122.41125289473,239026,BLZ
2000,3.067439669,126.641616364056,247315,BLZ
2001,3.651417866,119.967572797761,254984,BLZ
2002,4.240266607,118.690451367396,262206,BLZ
2003,2.318082747,119.121744960906,269130,BLZ
2004,6.394430997,109.074108648191,276089,BLZ
2005,-1.104310444,117.353301636195,283277,BLZ
2006,-7.113767713,122.783107328688,290747,BLZ
2007,2.318082746,122.307018725165,298407,BLZ
2008,6.394431003,132.024217880257,306165,BLZ
2009,-1.104310449,107.847214262087,313929,BLZ
2010,0.917977379,115.684327568387,321608,BLZ
2011,1.602056156,123.198480220922,329192,BLZ
2012,1.300606735,125.390671902198,336701,BLZ
2013,0.509747769,128.097103893877,344181,BLZ
2014,1.201399645,126.625175060046,351694,BLZ
2015,-0.885281552,123.574386489442,359288,BLZ
2016,,110.198639014167,366954,BLZ
2017,,112.840043525571,374681,BLZ
1960,1.311754685,35.1016149255244,17909009,CAN
1961,0.865982848,35.804682056991,18271000,CAN
1962,1.178563487,35.5754619200881,18614000,CAN
1963,1.769230769,35.7025465590085,18964000,CAN
1964,1.792463017,37.3421414767856,19325000,CAN
1965,2.46101623,37.1892288290064,19678000,CAN
1966,3.737446941,38.6433733658693,20048000,CAN
1967,3.572854291,39.520996594418,20412000,CAN
1968,4.08556562,41.1798979624839,20744000,CAN
1969,4.508424366,42.3883808000031,21028000,CAN
1970,3.366108601,41.3028289164877,21324000,CAN
1971,2.836575542,40.47707640957,21645535,CAN
1972,4.775,41.6431738006748,21993631,CAN
1973,7.611548557,44.110426690141,22369408,CAN
1974,10.86474501,47.9709393107144,22774087,CAN
1975,10.81333333,45.7457385257029,23209000,CAN
1976,7.508121767,44.1653433043191,23518000,CAN
1977,7.991046446,45.6684338342554,23796000,CAN
1978,8.912840709,48.791812808131,24036000,CAN
1979,9.144542773,52.2050242281621,24277000,CAN
1980,10.18308631,53.2960882602348,24593000,CAN
1981,12.46241494,52.114697878901,24900000,CAN
1982,10.80335467,46.6025291320749,25202000,CAN
1983,5.81615377,46.689826562876,25456000,CAN
1984,4.338823529,52.4748882655467,25702000,CAN
1985,3.9509291,52.8621191587612,25942000,CAN
1986,4.173897952,53.0824673467442,26204000,CAN
1987,4.36484798,50.8698677800974,26550000,CAN
1988,4.022667412,51.3631464395477,26895000,CAN
1989,4.99501266,50.0493254372775,27379000,CAN
1990,4.764688688,49.9670272742883,27791000,CAN
1991,5.615234375,49.2020770736772,28171682,CAN
1992,1.505845056,52.7174558217031,28519597,CAN
1993,1.84136899,58.2448751557867,28833410,CAN
1994,0.185279836,64.3982890588684,29111906,CAN
1995,2.168229067,69.0974253684981,29354000,CAN
1996,1.570531125,70.2995135486446,29671900,CAN
1997,1.621216381,74.3850550170262,29987200,CAN
1998,0.995942457,78.1588507353608,30247900,CAN
1999,1.734842951,80.1939557332526,30499200,CAN
2000,2.719439957,82.8577260109944,30769700,CAN
2001,2.52512014,78.4063200073652,31081900,CAN
2002,2.258394409,75.7326903481603,31362000,CAN
2003,2.758563214,69.8434394532578,31676000,CAN
2004,1.857258719,70.1805468539895,31995000,CAN
2005,2.213552034,69.709843418761,32312000,CAN
2006,2.002025395,67.9811849160338,32570505,CAN
2007,2.138383993,66.1920443943943,32887928,CAN
2008,2.370270674,66.9242305902937,33245773,CAN
2009,0.299466803,58.348246898457,33628571,CAN
2010,1.776871541,60.0607292686317,34005274,CAN
2011,2.912135089,62.3286223912692,34342780,CAN
2012,1.515678231,62.3971367253161,34750545,CAN
2013,0.938291898,61.9733949150792,35152370,CAN
2014,1.906635907,64.0576229285793,35535348,CAN
2015,1.125241361,65.5277353225282,35832513,CAN
2016,1.428759547,64.352107043654,36264604,CAN
2017,,64.0626529567679,36708083,CAN
1960,,38.3327785547402,15248251,COD
1961,,19.2449859833941,15637733,COD
1962,,15.1907229164438,16041263,COD
1963,,63.4791711578072,16461930,COD
1964,35.42106498,70.8073427016653,16903923,COD
1965,-2.726980278,53.156285603553,17369883,COD
1966,15.78010125,69.1403494901308,17861881,COD
1967,36.92652487,31.922300083646,18378214,COD
1968,53.32167271,29.8176896615864,18913203,COD
1969,6.176195735,27.4108411275626,19458904,COD
1970,8.025284045,33.6836823712555,20009935,COD
1971,5.777349826,30.6747827432729,20562865,COD
1972,15.80421539,27.0285107989831,21120140,COD
1973,15.64276212,29.3178587517432,21689239,COD
1974,29.46928105,35.2115863035098,22280923,COD
1975,28.6579702,25.0540654462352,22902319,COD
1976,80.38595908,31.8023458766,23559071,COD
1977,68.9477082,30.0009465336404,24247550,COD
1978,48.76903761,21.5461225344609,24954655,COD
1979,101.0512604,22.6902691973007,25661884,COD
1980,46.62590683,32.8303827289738,26357462,COD
1981,35.40826487,31.2828765738254,27039468,COD
1982,36.69969757,26.1021844657262,27717337,COD
1983,76.52669767,33.5290949663012,28404876,COD
1984,52.22701136,52.1303166943681,29121474,COD
1985,23.82078452,53.1454061115083,29883446,COD
1986,44.4,48.7424862297489,30685824,COD
1987,78.67036011,54.8430796028632,31529823,COD
1988,71.09173127,53.3210198615254,32444156,COD
1989,104.0652294,50.3284296499611,33465441,COD
1990,81.29540481,58.7083715782364,34614581,COD
1991,2154.436827,40,35914825,COD
1992,4129.169857,33.8983050847458,37346147,COD
1993,1986.904762,20.4309063893016,38833595,COD
1994,23773.13177,42.5167224681773,40273701,COD
1995,541.9088832,52.2085314177979,41595744,COD
1996,492.4418502,60.3162567434145,42770544,COD
1997,198.5167074,33.750000421875,43830146,COD
1998,29.14880692,62.6793067265869,44840529,COD
1999,284.8949759,41.1776608191529,45898667,COD
2000,513.9068437,27.0144029227569,47076387,COD
2001,359.9366143,25.0419375138391,48394338,COD
2002,31.5225826,29.3168456429821,49835756,COD
2003,12.87396572,54.0313561776419,51390033,COD
2004,3.994384008,49.3364146254994,53034217,COD
2005,21.31681672,52.3146046954225,54751476,COD
2006,13.05269497,47.9632596238846,56543011,COD
2007,16.94510065,80.1420550527688,58417562,COD
2008,17.30138457,83.7722916468564,60373608,COD
2009,2.8,62.9468793650698,62409435,COD
2010,7.1,90.7476102952275,64523263,COD
2011,15.31651591,85.1981441949192,66713597,COD
2012,9.721828063,68.3517113977902,68978682,COD
2013,1.632925411,77.4659451460088,71316033,COD
2014,,78.6901501261839,73722860,COD
2015,,59.332430964478,76196619,COD
2016,,59.5908463429765,78736153,COD
2017,,75.0350004333899,81339988,COD
1960,,57.4545367418192,1503508,CAF
1961,,62.2516545984826,1529227,CAF
1962,,62.2950725665156,1556661,CAF
1963,,63.7223974454916,1585763,CAF
1964,,69.2528596784602,1616516,CAF
1965,,64.7696449864499,1648833,CAF
1966,,70.8762886597938,1682885,CAF
1967,,73.2009677419355,1718603,CAF
1968,,73.9435231051187,1755344,CAF
1969,,64.933122360612,1792220,CAF
1970,,73.5008478028886,1828709,CAF
1971,,67.2226952791009,1864598,CAF
1972,,58.7478877440636,1900317,CAF
1973,,65.1049252125144,1936841,CAF
1974,,71.0729370672464,1975521,CAF
1975,,61.0503166351623,2017372,CAF
1976,,51.5134770679399,2062405,CAF
1977,,59.5293038235671,2110457,CAF
1978,,57.3060779001441,2162249,CAF
1979,,57.5655068303631,2218575,CAF
1980,,66.3023280832322,2279821,CAF
1981,-0.033333333,58.4431938924067,2346797,CAF
1982,13.2960987,56.4022587335688,2418844,CAF
1983,14.61261129,60.7652604197473,2493135,CAF
1984,2.542209668,58.8956716431012,2565803,CAF
1985,10.42384023,53.6444942027307,2634232,CAF
1986,2.245152512,46.8090580912756,2696982,CAF
1987,-6.986802706,46.3944345628938,2755244,CAF
1988,-3.964468821,42.7986346311062,2812244,CAF
1989,0.689055807,46.7670475619484,2872668,CAF
1990,-0.012330456,42.9429835183745,2939780,CAF
1991,-2.762362807,43.7093216871222,3014624,CAF
1992,-1.033608117,43.2290760804125,3095807,CAF
1993,-2.915358493,39.9886220219109,3181222,CAF
1994,24.57101373,48.4180322318527,3267670,CAF
1995,19.18940397,50.4758911171183,3352767,CAF
1996,3.724941103,47.0844050293092,3435821,CAF
1997,1.611313478,55.8185083614851,3517309,CAF
1998,-1.885200962,51.0495318767161,3597385,CAF
1999,-1.414202201,43.212343897896,3676508,CAF
2000,3.203400916,45.6597819937269,3754986,CAF
2001,3.834860602,39.7304997372329,3832203,CAF
2002,2.331817035,36.1085647794782,3907612,CAF
2003,4.134709052,36.2312260023474,3981665,CAF
2004,-2.066406011,33.2439549188203,4055036,CAF
2005,2.883520734,35.0709368656226,4127910,CAF
2006,6.695264658,36.3958702287378,4201758,CAF
2007,0.92841211,37.5808990187896,4275800,CAF
2008,9.272618503,34.4375218095517,4345386,CAF
2009,3.5199021,33.9200199840341,4404230,CAF
2010,1.493233784,38.3170430589613,4448525,CAF
2011,1.300569969,33.5424008401309,4476153,CAF
2012,5.772250594,33.4312544800279,4490416,CAF
2013,1.501845124,39.4564240661555,4499653,CAF
2014,25.28281065,50.5926049986994,4515392,CAF
2015,37.14221481,47.1906221896738,4546100,CAF
2016,,42.7543350813203,4594621,CAF
2017,,44.2928877224955,4659080,CAF
1960,,106.06049210998,1037220,COG
1961,,103.120757460499,1064111,COG
1962,,93.4413116886917,1092292,COG
1963,,94.3204210439142,1121735,COG
1964,,94.6016126743531,1152412,COG
1965,,89.0946318735325,1184316,COG
1966,,80.9963099630996,1217391,COG
1967,,86.3014017639387,1251703,COG
1968,,87.6205787781351,1287516,COG
1969,,88.9695726964138,1325147,COG
1970,,92.4999736842105,1364812,COG
1971,,85.2310872950099,1406643,COG
1972,,80.0966280193237,1450518,COG
1973,,74.9999917218543,1496047,COG
1974,,112.703917672108,1542690,COG
1975,,99.6350364963504,1590039,COG
1976,,106.932895174709,1637941,COG
1977,,110.85095212766,1686524,COG
1978,,104.790524457892,1736099,COG
1979,,96.0392156862745,1787129,COG
1980,,120.144284128746,1839935,COG
1981,,134.114823703157,1894676,COG
1982,,123.774647887324,1951195,COG
1983,,109.70970970971,2009165,COG
1984,,107.250912884716,2068132,COG
1985,,112.793572311496,2127770,COG
1986,4.158110883,93.5022348876701,2188046,COG
1987,0.44356826,80.3551924832466,2249146,COG
1988,1.030421982,81.0470409711684,2311348,COG
1989,-1.79698883,83.3530093224987,2375008,COG
1990,2.889053742,70.8193543307086,2440457,COG
1991,-1.67834969,69.6845429946663,2507772,COG
1992,-3.935468101,57.1407058861412,2577035,COG
1993,4.923664122,74.1761942770688,2648507,COG
1994,42.43967503,132.736248422167,2722497,COG
1995,9.418007435,128.312504260557,2799255,COG
1996,10.03112033,128.407663306917,2879222,COG
1997,,135.758179538246,2962470,COG
1998,,148.901662464134,3048453,COG
1999,4.142671373,131.394190298765,3136344,COG
2000,-0.881991517,123.909884405671,3225727,COG
2001,0.055989922,130.732481081873,3315806,COG
2002,4.378759718,135.45607107226,3407180,COG
2003,-0.631844987,156.861777335368,3502519,COG
2004,2.42976608,131.368198717322,3605439,COG
2005,3.094490115,138.663567306195,3718243,COG
2006,6.537843953,149.779644491169,3842365,COG
2007,2.656413243,132.052597396075,3976246,COG
2008,7.334245387,122.153988802246,4115435,COG
2009,7.454453074,120.62339939827,4253712,COG
2010,0.425560659,139.817599025563,4386693,COG
2011,0.760072644,145.118779248577,4512730,COG
2012,6.094793057,144.104414836472,4633363,COG
2013,6.008934751,142.60444140185,4751393,COG
2014,0.077160494,143.239383251792,4871101,COG
2015,4.514036066,165.64586294781,4995648,COG
2016,,136.518980870056,5125821,COG
2017,,138.580019384124,5260750,COG
1960,1.438517221,54.5158250648568,5327827,CHE
1961,1.845370665,55.8302884047897,5434294,CHE
1962,4.315615656,55.7154734454787,5573815,CHE
1963,3.439719346,54.9017529939724,5694247,CHE
1964,3.081313591,54.8715362748046,5789228,CHE
1965,3.414516711,54.5277284354735,5856472,CHE
1966,4.776130985,54.9043545446454,5918002,CHE
1967,4.021477504,54.019131972861,5991785,CHE
1968,2.412351238,56.2412620383239,6067714,CHE
1969,2.489007537,60.0482109164962,6136387,CHE
1970,3.616026967,,6180877,CHE
1971,6.573012939,,6213399,CHE
1972,6.66019148,,6260956,CHE
1973,8.755040978,,6307347,CHE
1974,9.766746411,,6341405,CHE
1975,6.696452896,,6338632,CHE
1976,1.715861505,,6302504,CHE
1977,1.285269605,,6281174,CHE
1978,1.055814414,,6281738,CHE
1979,3.64764268,,6294365,CHE
1980,4.022025377,96.4908983185094,6319408,CHE
1981,6.490218642,97.5435668198953,6354074,CHE
1982,5.655212161,89.4584250353926,6391309,CHE
1983,2.967687074,88.4089037099586,6418773,CHE
1984,2.911208151,93.1131657238403,6441865,CHE
1985,3.429985856,94.2891298891593,6470365,CHE
1986,0.740740741,88.2949532042995,6504124,CHE
1987,1.447963801,82.1594327361602,6545106,CHE
1988,1.884478145,84.5896837961272,6593386,CHE
1989,3.162963774,89.6859547198566,6646912,CHE
1990,5.378739656,83.70214449103,6715519,CHE
1991,5.879391926,79.2440291193088,6799978,CHE
1992,4.041076353,79.8334127343961,6875364,CHE
1993,3.271796746,78.4779723746204,6938265,CHE
1994,0.85840708,76.9523264714366,6993795,CHE
1995,1.798718961,77.0956428140903,7040687,CHE
1996,0.818824341,79.6701655268348,7071850,CHE
1997,0.52150124,89.3729070634287,7088906,CHE
1998,0.017009696,88.8662925057571,7110001,CHE
1999,0.824829932,90.0752247705595,7143991,CHE
2000,1.543392089,98.1055970153957,7184250,CHE
2001,0.9890204,96.1637042872223,7229854,CHE
2002,0.642699253,91.1530342129015,7284753,CHE
2003,0.63834928,89.5299014537323,7339001,CHE
2004,0.802903084,93.9925535148421,7389625,CHE
2005,1.171971667,100.329813608585,7437115,CHE
2006,1.05877759,104.517837158744,7483934,CHE
2007,0.732636421,111.310846644869,7551117,CHE
2008,2.426637033,114.779395129489,7647675,CHE
2009,-0.48057991,106.930166516828,7743831,CHE
2010,0.698510114,117.252176696941,7824909,CHE
2011,0.23134621,122.496172646162,7912398,CHE
2012,-0.692544621,123.682364403577,7996861,CHE
2013,-0.217319662,131.796551442727,8089346,CHE
2014,-0.013186044,116.860116317017,8188649,CHE
2015,-1.143915069,112.768159487105,8282396,CHE
2016,-0.434632563,120.4002140529,8373338,CHE
2017,,118.904207841149,8466017,CHE
1960,,57.1440675728154,3558988,CIV
1961,11.61649215,63.3960559195014,3694205,CIV
1962,-1.341248901,60.1395535033303,3841071,CIV
1963,0.94346631,57.455317585393,3996941,CIV
1964,0.618192523,60.6088000142315,4157965,CIV
1965,2.611176126,66.9476309272914,4321791,CIV
1966,4.191317984,65.1033458745114,4487204,CIV
1967,2.291851953,65.0150069947765,4656353,CIV
1968,5.350454789,68.6948357042786,4834279,CIV
1969,4.450228542,63.8315911821298,5027971,CIV
1970,8.205190543,64.876956695978,5242395,CIV
1971,-0.443745436,60.6373191728679,5479338,CIV
1972,0.310313699,62.5187716532962,5737281,CIV
1973,11.10298667,68.9858705622116,6013862,CIV
1974,17.35938845,84.0730713090158,6305287,CIV
1975,11.44422397,73.3133667857572,6608609,CIV
1976,12.07664022,77.9892238596904,6922982,CIV
1977,27.42186151,78.956604026406,7248828,CIV
1978,13.24298685,73.95669727745,7585914,CIV
1979,16.34235657,72.2659282420616,7934279,CIV
1980,14.7009813,76.1802896945707,8293675,CIV
1981,8.799210833,77.459198875202,8664057,CIV
1982,7.583125896,75.750021666503,9044473,CIV
1983,5.640428433,72.6801769689194,9432731,CIV
1984,4.284761104,77.103198191928,9826055,CIV
1985,1.863803272,79.1725137120598,10222558,CIV
1986,9.682954731,69.6773571637603,10620267,CIV
1987,6.943306265,63.050248281061,11019651,CIV
1988,6.930686172,58.3782715178313,11424260,CIV
1989,1.049518238,61.0885440449655,11839243,CIV
1990,-0.805879698,58.8014956103209,12267754,CIV
1991,1.683348499,56.9978213142969,12710008,CIV
1992,4.231383829,60.0250653360901,13163019,CIV
1993,2.16471454,55.3485218490843,13622731,CIV
1994,26.08157199,69.8366580166987,14083611,CIV
1995,14.29506909,76.202343905242,14540820,CIV
1996,2.480806692,73.5192760125058,14995249,CIV
1997,4.020833333,78.2080476408741,15445986,CIV
1998,4.611447595,76.3666434961559,15884552,CIV
1999,0.702375806,76.5400012545461,16300233,CIV
2000,2.530775167,74.6378042390658,16686561,CIV
2001,4.36152914,73.550352010792,17040152,CIV
2002,3.077264852,79.863664099092,17366517,CIV
2003,3.29680747,75.2674905538341,17679355,CIV
2004,1.457988356,84.6066873554965,17997738,CIV
2005,3.885830399,93.9226377104127,18336303,CIV
2006,2.467191486,95.0697299543571,18699435,CIV
2007,1.892006293,89.4376314162758,19085941,CIV
2008,6.308527692,87.2748533375614,19497986,CIV
2009,1.019504577,90.7792297291403,19936366,CIV
2010,1.226456121,93.9594342201443,20401331,CIV
2011,4.912433951,91.1548311894458,20895311,CIV
2012,1.304511199,92.8080889884346,21418603,CIV
2013,2.581170373,80.1268296365365,21966312,CIV
2014,0.45303046,62.3675512798434,22531350,CIV
2015,1.237443262,61.2491280470637,23108472,CIV
2016,0.726187589,49.5198096406852,23695919,CIV
2017,,48.5840110591238,24294750,CIV
1960,11.56388989,28.8896261888963,7716625,CHL
1961,7.684203205,26.9292208176386,7890156,CHL
1962,13.90547897,24.1494486312291,8067136,CHL
1963,44.23746954,27.0666328522125,8247415,CHL
1964,45.98017058,25.4756748114017,8430838,CHL
1965,28.8442582,25.9314185562948,8617077,CHL
1966,22.87053778,27.7446860962974,8806137,CHL
1967,18.14116832,26.9542291422612,8997325,CHL
1968,26.63098498,26.7976195531506,9188822,CHL
1969,30.64927265,30.1440806185195,9378243,CHL
1970,32.51157535,28.3251864443266,9563865,CHL
1971,20.0589395,22.8806156061398,9745189,CHL
1972,77.80503668,22.7213401719829,9922558,CHL
1973,352.8279769,28.6898381992247,10096295,CHL
1974,504.7338927,38.8365781893378,10267056,CHL
1975,374.7353541,50.6844368822205,10435534,CHL
1976,211.9243736,44.2485361883882,10601836,CHL
1977,91.95414129,41.7489130245455,10766419,CHL
1978,40.08722039,43.4763932097763,10930783,CHL
1979,33.38921097,47.6760299675979,11096868,CHL
1980,35.13834379,48.1200280350686,11266226,CHL
1981,19.68683788,41.7594129165799,11439144,CHL
1982,9.941020524,39.8652115817858,11615836,CHL
1983,27.25719672,44.820035528095,11797534,CHL
1984,19.86020784,47.2618032597756,11985658,CHL
1985,30.70349324,50.5838257117167,12181028,CHL
1986,19.4768666,52.053709146335,12384108,CHL
